,LLM Type,Version,Question,Strategy,Metric,Percentage
695,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric.csv,clarity,984.0
696,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,IA,30.0
697,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,EF,51.7
698,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,USW,0.0
699,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,PO,34.1
700,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,MAX,0.0
701,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,RMM,34.1
702,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,coverage,81.69999999999999
703,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_optional.csv,clarity,846.0
704,gemini,gemini-1.0-pro-latest,9,pipes.csv,IA,30.0
705,gemini,gemini-1.0-pro-latest,9,pipes.csv,EF,51.7
706,gemini,gemini-1.0-pro-latest,9,pipes.csv,USW,0.0
707,gemini,gemini-1.0-pro-latest,9,pipes.csv,PO,34.1
708,gemini,gemini-1.0-pro-latest,9,pipes.csv,MAX,0.0
709,gemini,gemini-1.0-pro-latest,9,pipes.csv,RMM,34.1
710,gemini,gemini-1.0-pro-latest,9,pipes.csv,coverage,81.69999999999999
711,gemini,gemini-1.0-pro-latest,9,pipes.csv,clarity,868.0
712,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,IA,30.0
713,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,EF,51.7
714,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,USW,0.0
715,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,PO,34.1
716,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,MAX,0.0
717,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,RMM,34.1
718,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,coverage,81.69999999999999
719,gemini,gemini-1.0-pro-latest,9,word_best_goods_centric_mandatory.csv,clarity,740.0
