,LLM Type,Version,Question,Strategy,Metric,Percentage
649,chatgpt,gpt-4-1106-preview,3,word.csv,clarity,3.17
650,chatgpt,gpt-4-1106-preview,4,word.csv,similarity,347.1094889613188
651,chatgpt,gpt-4-1106-preview,4,word.csv,clarity,8.33
652,chatgpt,gpt-4-1106-preview,5,word.csv,similarity,194.9232741375791
653,chatgpt,gpt-4-1106-preview,5,word.csv,clarity,2.52
654,chatgpt,gpt-4-1106-preview,6,word.csv,similarity,186.20313153248492
655,chatgpt,gpt-4-1106-preview,6,word.csv,clarity,8.92
656,chatgpt,gpt-4-1106-preview,7,word.csv,similarity,727.3835020622422
657,chatgpt,gpt-4-1106-preview,7,word.csv,clarity,1.8
658,chatgpt,gpt-4-1106-preview,8,word.csv,similarity,270.21915224650587
659,chatgpt,gpt-4-1106-preview,8,word.csv,clarity,0.76
660,chatgpt,gpt-4-1106-preview,9,word.csv,similarity,239.44679487179468
661,chatgpt,gpt-4-1106-preview,9,word.csv,clarity,7.17
662,chatgpt,gpt-35-turbo-1106,1,word_mandatory_5.csv,similarity,111.98912617554892
663,chatgpt,gpt-35-turbo-1106,1,word_mandatory_5.csv,clarity,23.4
664,chatgpt,gpt-35-turbo-1106,1,word_mandatory_4.csv,similarity,103.9285201149429
665,chatgpt,gpt-35-turbo-1106,1,word_mandatory_4.csv,clarity,23.65
666,chatgpt,gpt-35-turbo-1106,1,word_best_person_centric.csv,similarity,984.2945075757588
667,chatgpt,gpt-35-turbo-1106,1,word_best_person_centric.csv,clarity,11.69
668,chatgpt,gpt-35-turbo-1106,1,word_mandatory_3.csv,similarity,105.82298197492196
669,chatgpt,gpt-35-turbo-1106,1,word_mandatory_3.csv,clarity,25.38
670,chatgpt,gpt-35-turbo-1106,1,word_mandatory_2.csv,similarity,136.65579284221567
671,chatgpt,gpt-35-turbo-1106,1,word_mandatory_2.csv,clarity,26.15
672,chatgpt,gpt-35-turbo-1106,1,word.csv,similarity,38.51658829676077
673,chatgpt,gpt-35-turbo-1106,1,word.csv,clarity,34.04
674,chatgpt,gpt-35-turbo-1106,1,word_mandatory_eq.csv,similarity,816.7247583594583
675,chatgpt,gpt-35-turbo-1106,1,word_mandatory_eq.csv,clarity,10.55
676,chatgpt,gpt-35-turbo-1106,1,word_mandatory_ef.csv,similarity,117.60005224660398
677,chatgpt,gpt-35-turbo-1106,1,word_mandatory_ef.csv,clarity,29.62
678,chatgpt,gpt-35-turbo-1106,1,table.csv,similarity,32.85328500522467
679,chatgpt,gpt-35-turbo-1106,1,table.csv,clarity,30.15
680,chatgpt,gpt-35-turbo-1106,1,word_person_centric.csv,similarity,2353.105113636364
681,chatgpt,gpt-35-turbo-1106,1,word_person_centric.csv,clarity,22.32
682,chatgpt,gpt-35-turbo-1106,1,word_best.csv,similarity,895.4090909090935
683,chatgpt,gpt-35-turbo-1106,1,word_best.csv,clarity,7.53
684,chatgpt,gpt-35-turbo-1106,1,word_mandatory_usw.csv,similarity,63.61895898641602
685,chatgpt,gpt-35-turbo-1106,1,word_mandatory_usw.csv,clarity,26.92
686,chatgpt,gpt-35-turbo-1106,1,word_rank.csv,similarity,124.82928422152612
687,chatgpt,gpt-35-turbo-1106,1,word_rank.csv,clarity,23.77
688,chatgpt,gpt-35-turbo-1106,1,word_optional.csv,similarity,128.9441940961341
689,chatgpt,gpt-35-turbo-1106,1,word_optional.csv,clarity,26.87
690,chatgpt,gpt-35-turbo-1106,1,word_best_goods_centric.csv,similarity,101.04450757575756
691,chatgpt,gpt-35-turbo-1106,1,word_best_goods_centric.csv,clarity,45.21
692,chatgpt,gpt-35-turbo-1106,1,word_best_vanilla.csv,similarity,3902.1808712121356
693,chatgpt,gpt-35-turbo-1106,1,word_best_vanilla.csv,clarity,0.0
694,chatgpt,gpt-35-turbo-1106,1,word_mandatory_rmm.csv,similarity,317.3487460815058
695,chatgpt,gpt-35-turbo-1106,1,word_mandatory_rmm.csv,clarity,12.94
696,chatgpt,gpt-35-turbo-1106,1,pipes.csv,similarity,46.302344566353256
697,chatgpt,gpt-35-turbo-1106,1,pipes.csv,clarity,29.52
698,chatgpt,gpt-35-turbo-1106,1,word_mandatory.csv,similarity,126.44096133751349
699,chatgpt,gpt-35-turbo-1106,1,word_mandatory.csv,clarity,27.3
700,chatgpt,gpt-35-turbo-1106,1,word_goods_centric.csv,similarity,36.61268939393939
701,chatgpt,gpt-35-turbo-1106,1,word_goods_centric.csv,clarity,53.43
702,chatgpt,gpt-35-turbo-1106,10,word_mandatory_5.csv,similarity,141.87779597355402
703,chatgpt,gpt-35-turbo-1106,10,word_mandatory_5.csv,clarity,1.54
704,chatgpt,gpt-35-turbo-1106,10,word_mandatory_4.csv,similarity,131.0365633412326
705,chatgpt,gpt-35-turbo-1106,10,word_mandatory_4.csv,clarity,1.23
706,chatgpt,gpt-35-turbo-1106,10,word_best_person_centric.csv,similarity,154.02005779260557
707,chatgpt,gpt-35-turbo-1106,10,word_best_person_centric.csv,clarity,2.89
708,chatgpt,gpt-35-turbo-1106,10,word_mandatory_3.csv,similarity,159.51742686233496
709,chatgpt,gpt-35-turbo-1106,10,word_mandatory_3.csv,clarity,1.2
710,chatgpt,gpt-35-turbo-1106,10,word_mandatory_2.csv,similarity,162.8636077424519
711,chatgpt,gpt-35-turbo-1106,10,word_mandatory_2.csv,clarity,1.03
712,chatgpt,gpt-35-turbo-1106,10,word.csv,similarity,238.42041679988085
713,chatgpt,gpt-35-turbo-1106,10,word.csv,clarity,2.12
714,chatgpt,gpt-35-turbo-1106,10,word_mandatory_eq.csv,similarity,203.3856143270993
715,chatgpt,gpt-35-turbo-1106,10,word_mandatory_eq.csv,clarity,2.02
716,chatgpt,gpt-35-turbo-1106,10,word_mandatory_ef.csv,similarity,160.71913110965218
717,chatgpt,gpt-35-turbo-1106,10,word_mandatory_ef.csv,clarity,1.1
718,chatgpt,gpt-35-turbo-1106,10,table.csv,similarity,398.1019473277021
719,chatgpt,gpt-35-turbo-1106,10,table.csv,clarity,3.07
720,chatgpt,gpt-35-turbo-1106,10,word_person_centric.csv,similarity,132.30876550360944
721,chatgpt,gpt-35-turbo-1106,10,word_person_centric.csv,clarity,2.46
722,chatgpt,gpt-35-turbo-1106,10,word_best.csv,similarity,119.05428063093515
723,chatgpt,gpt-35-turbo-1106,10,word_best.csv,clarity,2.14
724,chatgpt,gpt-35-turbo-1106,10,word_optional.csv,similarity,131.2145010780333
725,chatgpt,gpt-35-turbo-1106,10,word_optional.csv,clarity,0.88
726,chatgpt,gpt-35-turbo-1106,10,word_best_goods_centric.csv,similarity,188.22648941648504
727,chatgpt,gpt-35-turbo-1106,10,word_best_goods_centric.csv,clarity,2.48
728,chatgpt,gpt-35-turbo-1106,10,pipes.csv,similarity,227.98408018724024
729,chatgpt,gpt-35-turbo-1106,10,pipes.csv,clarity,2.14
730,chatgpt,gpt-35-turbo-1106,10,word_mandatory.csv,similarity,122.60495044430508
731,chatgpt,gpt-35-turbo-1106,10,word_mandatory.csv,clarity,1.57
732,chatgpt,gpt-35-turbo-1106,10,word_goods_centric.csv,similarity,183.2155190718039
733,chatgpt,gpt-35-turbo-1106,10,word_goods_centric.csv,clarity,3.23
734,chatgpt,gpt-35-turbo-1106,2,word_mandatory_5.csv,similarity,129.21788403611595
735,chatgpt,gpt-35-turbo-1106,2,word_mandatory_5.csv,clarity,5.43
736,chatgpt,gpt-35-turbo-1106,2,word_mandatory_4.csv,similarity,141.56860832535077
737,chatgpt,gpt-35-turbo-1106,2,word_mandatory_4.csv,clarity,6.11
738,chatgpt,gpt-35-turbo-1106,2,word_best_person_centric.csv,similarity,160.1080322552202
739,chatgpt,gpt-35-turbo-1106,2,word_best_person_centric.csv,clarity,4.26
740,chatgpt,gpt-35-turbo-1106,2,word_mandatory_3.csv,similarity,111.08012574619109
741,chatgpt,gpt-35-turbo-1106,2,word_mandatory_3.csv,clarity,5.27
742,chatgpt,gpt-35-turbo-1106,2,word_mandatory_2.csv,similarity,168.38497479099294
743,chatgpt,gpt-35-turbo-1106,2,word_mandatory_2.csv,clarity,5.31
744,chatgpt,gpt-35-turbo-1106,2,word.csv,similarity,129.2961504389205
745,chatgpt,gpt-35-turbo-1106,2,word.csv,clarity,5.6
746,chatgpt,gpt-35-turbo-1106,2,word_mandatory_eq.csv,similarity,242.0638091499071
747,chatgpt,gpt-35-turbo-1106,2,word_mandatory_eq.csv,clarity,2.47
748,chatgpt,gpt-35-turbo-1106,2,word_mandatory_ef.csv,similarity,128.00401271224806
749,chatgpt,gpt-35-turbo-1106,2,word_mandatory_ef.csv,clarity,5.81
750,chatgpt,gpt-35-turbo-1106,2,table.csv,similarity,158.7744380355683
751,chatgpt,gpt-35-turbo-1106,2,table.csv,clarity,4.25
752,chatgpt,gpt-35-turbo-1106,2,word_person_centric.csv,similarity,63.833239368607764
753,chatgpt,gpt-35-turbo-1106,2,word_person_centric.csv,clarity,6.84
754,chatgpt,gpt-35-turbo-1106,2,word_best.csv,similarity,518.7469152475372
755,chatgpt,gpt-35-turbo-1106,2,word_best.csv,clarity,17.06
756,chatgpt,gpt-35-turbo-1106,2,word_mandatory_usw.csv,similarity,210.15945446185344
757,chatgpt,gpt-35-turbo-1106,2,word_mandatory_usw.csv,clarity,8.05
758,chatgpt,gpt-35-turbo-1106,2,word_rank.csv,similarity,482.40385007676537
759,chatgpt,gpt-35-turbo-1106,2,word_rank.csv,clarity,13.89
760,chatgpt,gpt-35-turbo-1106,2,word_optional.csv,similarity,151.2798706592249
761,chatgpt,gpt-35-turbo-1106,2,word_optional.csv,clarity,7.23
762,chatgpt,gpt-35-turbo-1106,2,word_best_goods_centric.csv,similarity,584.823488045007
763,chatgpt,gpt-35-turbo-1106,2,word_best_goods_centric.csv,clarity,17.33
764,chatgpt,gpt-35-turbo-1106,2,word_mandatory_rmm.csv,similarity,218.49913301372646
765,chatgpt,gpt-35-turbo-1106,2,word_mandatory_rmm.csv,clarity,2.83
766,chatgpt,gpt-35-turbo-1106,2,pipes.csv,similarity,183.99523772568335
767,chatgpt,gpt-35-turbo-1106,2,pipes.csv,clarity,4.23
768,chatgpt,gpt-35-turbo-1106,2,word_mandatory.csv,similarity,106.27185592886985
769,chatgpt,gpt-35-turbo-1106,2,word_mandatory.csv,clarity,6.82
770,chatgpt,gpt-35-turbo-1106,2,word_goods_centric.csv,similarity,515.7094753978537
771,chatgpt,gpt-35-turbo-1106,2,word_goods_centric.csv,clarity,16.28
772,chatgpt,gpt-35-turbo-1106,3,word_mandatory_5.csv,similarity,66.513180694446
773,chatgpt,gpt-35-turbo-1106,3,word_mandatory_5.csv,clarity,3.97
774,chatgpt,gpt-35-turbo-1106,3,word_mandatory_4.csv,similarity,73.0557226210271
775,chatgpt,gpt-35-turbo-1106,3,word_mandatory_4.csv,clarity,4.08
776,chatgpt,gpt-35-turbo-1106,3,word_best_person_centric.csv,similarity,129.5319701395651
777,chatgpt,gpt-35-turbo-1106,3,word_best_person_centric.csv,clarity,7.39
778,chatgpt,gpt-35-turbo-1106,3,word_mandatory_3.csv,similarity,57.05633118911767
779,chatgpt,gpt-35-turbo-1106,3,word_mandatory_3.csv,clarity,4.52
780,chatgpt,gpt-35-turbo-1106,3,word_mandatory_2.csv,similarity,100.21901892405491
781,chatgpt,gpt-35-turbo-1106,3,word_mandatory_2.csv,clarity,4.26
782,chatgpt,gpt-35-turbo-1106,3,word.csv,similarity,93.83330714681307
783,chatgpt,gpt-35-turbo-1106,3,word.csv,clarity,3.25
784,chatgpt,gpt-35-turbo-1106,3,word_mandatory_eq.csv,similarity,82.80435238622292
785,chatgpt,gpt-35-turbo-1106,3,word_mandatory_eq.csv,clarity,3.1
786,chatgpt,gpt-35-turbo-1106,3,word_mandatory_ef.csv,similarity,116.29926601372128
787,chatgpt,gpt-35-turbo-1106,3,word_mandatory_ef.csv,clarity,2.96
788,chatgpt,gpt-35-turbo-1106,3,table.csv,similarity,93.1817007932116
789,chatgpt,gpt-35-turbo-1106,3,table.csv,clarity,4.17
790,chatgpt,gpt-35-turbo-1106,3,word_person_centric.csv,similarity,369.49204475099384
791,chatgpt,gpt-35-turbo-1106,3,word_person_centric.csv,clarity,9.23
792,chatgpt,gpt-35-turbo-1106,3,word_best.csv,similarity,65.3336326595987
793,chatgpt,gpt-35-turbo-1106,3,word_best.csv,clarity,6.44
794,chatgpt,gpt-35-turbo-1106,3,word_mandatory_usw.csv,similarity,94.52939919126972
795,chatgpt,gpt-35-turbo-1106,3,word_mandatory_usw.csv,clarity,3.67
796,chatgpt,gpt-35-turbo-1106,3,word_rank.csv,similarity,111.17677353151657
797,chatgpt,gpt-35-turbo-1106,3,word_rank.csv,clarity,5.0
798,chatgpt,gpt-35-turbo-1106,3,word_optional.csv,similarity,74.54597903128351
799,chatgpt,gpt-35-turbo-1106,3,word_optional.csv,clarity,4.14
800,chatgpt,gpt-35-turbo-1106,3,word_best_goods_centric.csv,similarity,174.1245627321577
801,chatgpt,gpt-35-turbo-1106,3,word_best_goods_centric.csv,clarity,3.75
802,chatgpt,gpt-35-turbo-1106,3,word_mandatory_rmm.csv,similarity,141.3157607443746
803,chatgpt,gpt-35-turbo-1106,3,word_mandatory_rmm.csv,clarity,2.78
804,chatgpt,gpt-35-turbo-1106,3,pipes.csv,similarity,115.8223574986165
805,chatgpt,gpt-35-turbo-1106,3,pipes.csv,clarity,5.2
806,chatgpt,gpt-35-turbo-1106,3,word_mandatory.csv,similarity,96.60154483505076
807,chatgpt,gpt-35-turbo-1106,3,word_mandatory.csv,clarity,3.89
808,chatgpt,gpt-35-turbo-1106,3,word_goods_centric.csv,similarity,162.99093635480202
809,chatgpt,gpt-35-turbo-1106,3,word_goods_centric.csv,clarity,2.87
810,chatgpt,gpt-35-turbo-1106,4,word_mandatory_5.csv,similarity,300.416419654388
811,chatgpt,gpt-35-turbo-1106,4,word_mandatory_5.csv,clarity,8.08
812,chatgpt,gpt-35-turbo-1106,4,word_mandatory_4.csv,similarity,277.52438329587335
813,chatgpt,gpt-35-turbo-1106,4,word_mandatory_4.csv,clarity,8.88
814,chatgpt,gpt-35-turbo-1106,4,word_best_person_centric.csv,similarity,479.6923682430358
815,chatgpt,gpt-35-turbo-1106,4,word_best_person_centric.csv,clarity,5.79
816,chatgpt,gpt-35-turbo-1106,4,word_mandatory_3.csv,similarity,360.4560666625671
817,chatgpt,gpt-35-turbo-1106,4,word_mandatory_3.csv,clarity,8.78
818,chatgpt,gpt-35-turbo-1106,4,word_mandatory_2.csv,similarity,360.5604144886541
819,chatgpt,gpt-35-turbo-1106,4,word_mandatory_2.csv,clarity,7.21
820,chatgpt,gpt-35-turbo-1106,4,word.csv,similarity,359.3306008240578
821,chatgpt,gpt-35-turbo-1106,4,word.csv,clarity,8.07
822,chatgpt,gpt-35-turbo-1106,4,word_mandatory_eq.csv,similarity,524.3959473587114
823,chatgpt,gpt-35-turbo-1106,4,word_mandatory_eq.csv,clarity,4.68
824,chatgpt,gpt-35-turbo-1106,4,word_mandatory_ef.csv,similarity,201.08053625238315
825,chatgpt,gpt-35-turbo-1106,4,word_mandatory_ef.csv,clarity,9.34
826,chatgpt,gpt-35-turbo-1106,4,table.csv,similarity,371.64165795461565
827,chatgpt,gpt-35-turbo-1106,4,table.csv,clarity,7.83
828,chatgpt,gpt-35-turbo-1106,4,word_person_centric.csv,similarity,390.881710643515
829,chatgpt,gpt-35-turbo-1106,4,word_person_centric.csv,clarity,5.24
830,chatgpt,gpt-35-turbo-1106,4,word_best.csv,similarity,480.82528749769415
831,chatgpt,gpt-35-turbo-1106,4,word_best.csv,clarity,12.62
832,chatgpt,gpt-35-turbo-1106,4,word_mandatory_usw.csv,similarity,362.6697312588404
833,chatgpt,gpt-35-turbo-1106,4,word_mandatory_usw.csv,clarity,6.64
834,chatgpt,gpt-35-turbo-1106,4,word_rank.csv,similarity,194.8073611708998
835,chatgpt,gpt-35-turbo-1106,4,word_rank.csv,clarity,16.8
836,chatgpt,gpt-35-turbo-1106,4,word_optional.csv,similarity,570.3301518971776
837,chatgpt,gpt-35-turbo-1106,4,word_optional.csv,clarity,9.43
838,chatgpt,gpt-35-turbo-1106,4,word_best_goods_centric.csv,similarity,103.50490189271389
839,chatgpt,gpt-35-turbo-1106,4,word_best_goods_centric.csv,clarity,17.53
840,chatgpt,gpt-35-turbo-1106,4,word_mandatory_rmm.csv,similarity,449.71606594841046
841,chatgpt,gpt-35-turbo-1106,4,word_mandatory_rmm.csv,clarity,7.18
842,chatgpt,gpt-35-turbo-1106,4,pipes.csv,similarity,322.6829836279563
843,chatgpt,gpt-35-turbo-1106,4,pipes.csv,clarity,6.7
844,chatgpt,gpt-35-turbo-1106,4,word_mandatory.csv,similarity,226.72296291740992
845,chatgpt,gpt-35-turbo-1106,4,word_mandatory.csv,clarity,10.04
846,chatgpt,gpt-35-turbo-1106,4,word_goods_centric.csv,similarity,66.88369361881095
847,chatgpt,gpt-35-turbo-1106,4,word_goods_centric.csv,clarity,23.57
848,chatgpt,gpt-35-turbo-1106,5,word_mandatory_5.csv,similarity,117.6355337824046
849,chatgpt,gpt-35-turbo-1106,5,word_mandatory_5.csv,clarity,4.53
850,chatgpt,gpt-35-turbo-1106,5,word_mandatory_4.csv,similarity,121.46422824934649
851,chatgpt,gpt-35-turbo-1106,5,word_mandatory_4.csv,clarity,3.68
852,chatgpt,gpt-35-turbo-1106,5,word_best_person_centric.csv,similarity,350.97201877934276
853,chatgpt,gpt-35-turbo-1106,5,word_best_person_centric.csv,clarity,5.36
854,chatgpt,gpt-35-turbo-1106,5,word_mandatory_3.csv,similarity,154.8031802408655
855,chatgpt,gpt-35-turbo-1106,5,word_mandatory_3.csv,clarity,3.32
856,chatgpt,gpt-35-turbo-1106,5,word_mandatory_2.csv,similarity,130.9399075519033
857,chatgpt,gpt-35-turbo-1106,5,word_mandatory_2.csv,clarity,3.55
858,chatgpt,gpt-35-turbo-1106,5,word.csv,similarity,222.68393957950605
859,chatgpt,gpt-35-turbo-1106,5,word.csv,clarity,2.93
860,chatgpt,gpt-35-turbo-1106,5,word_mandatory_eq.csv,similarity,244.5351738669512
861,chatgpt,gpt-35-turbo-1106,5,word_mandatory_eq.csv,clarity,1.61
862,chatgpt,gpt-35-turbo-1106,5,word_mandatory_ef.csv,similarity,143.7032647874155
863,chatgpt,gpt-35-turbo-1106,5,word_mandatory_ef.csv,clarity,3.76
864,chatgpt,gpt-35-turbo-1106,5,table.csv,similarity,295.9607919983671
865,chatgpt,gpt-35-turbo-1106,5,table.csv,clarity,2.04
866,chatgpt,gpt-35-turbo-1106,5,word_person_centric.csv,similarity,369.48356807511743
867,chatgpt,gpt-35-turbo-1106,5,word_person_centric.csv,clarity,11.01
868,chatgpt,gpt-35-turbo-1106,5,word_best.csv,similarity,286.47821477720936
869,chatgpt,gpt-35-turbo-1106,5,word_best.csv,clarity,3.61
870,chatgpt,gpt-35-turbo-1106,5,word_mandatory_usw.csv,similarity,59.761526183750476
871,chatgpt,gpt-35-turbo-1106,5,word_mandatory_usw.csv,clarity,6.81
872,chatgpt,gpt-35-turbo-1106,5,word_rank.csv,similarity,242.53354153908967
873,chatgpt,gpt-35-turbo-1106,5,word_rank.csv,clarity,3.59
874,chatgpt,gpt-35-turbo-1106,5,word_optional.csv,similarity,175.0573586446214
875,chatgpt,gpt-35-turbo-1106,5,word_optional.csv,clarity,2.88
876,chatgpt,gpt-35-turbo-1106,5,word_best_goods_centric.csv,similarity,369.48356807511743
877,chatgpt,gpt-35-turbo-1106,5,word_best_goods_centric.csv,clarity,5.96
878,chatgpt,gpt-35-turbo-1106,5,word_mandatory_rmm.csv,similarity,210.38804245764447
879,chatgpt,gpt-35-turbo-1106,5,word_mandatory_rmm.csv,clarity,2.47
880,chatgpt,gpt-35-turbo-1106,5,pipes.csv,similarity,185.29648907940398
881,chatgpt,gpt-35-turbo-1106,5,pipes.csv,clarity,3.59
882,chatgpt,gpt-35-turbo-1106,5,word_mandatory.csv,similarity,109.63345738761699
883,chatgpt,gpt-35-turbo-1106,5,word_mandatory.csv,clarity,3.78
884,chatgpt,gpt-35-turbo-1106,5,word_goods_centric.csv,similarity,360.1608450704226
885,chatgpt,gpt-35-turbo-1106,5,word_goods_centric.csv,clarity,6.24
886,chatgpt,gpt-35-turbo-1106,6,word_mandatory_5.csv,similarity,250.58256951675037
887,chatgpt,gpt-35-turbo-1106,6,word_mandatory_5.csv,clarity,9.12
888,chatgpt,gpt-35-turbo-1106,6,word_mandatory_4.csv,similarity,178.10567693323136
889,chatgpt,gpt-35-turbo-1106,6,word_mandatory_4.csv,clarity,9.07
890,chatgpt,gpt-35-turbo-1106,6,word_best_person_centric.csv,similarity,624.1132043520596
891,chatgpt,gpt-35-turbo-1106,6,word_best_person_centric.csv,clarity,12.58
892,chatgpt,gpt-35-turbo-1106,6,word_mandatory_3.csv,similarity,220.4778023762256
893,chatgpt,gpt-35-turbo-1106,6,word_mandatory_3.csv,clarity,8.78
894,chatgpt,gpt-35-turbo-1106,6,word_mandatory_2.csv,similarity,170.05491404069093
895,chatgpt,gpt-35-turbo-1106,6,word_mandatory_2.csv,clarity,10.84
896,chatgpt,gpt-35-turbo-1106,6,word.csv,similarity,192.24933024492202
897,chatgpt,gpt-35-turbo-1106,6,word.csv,clarity,10.13
898,chatgpt,gpt-35-turbo-1106,6,word_mandatory_eq.csv,similarity,231.96084520363914
899,chatgpt,gpt-35-turbo-1106,6,word_mandatory_eq.csv,clarity,4.67
900,chatgpt,gpt-35-turbo-1106,6,word_mandatory_ef.csv,similarity,147.67946656429882
901,chatgpt,gpt-35-turbo-1106,6,word_mandatory_ef.csv,clarity,10.83
902,chatgpt,gpt-35-turbo-1106,6,table.csv,similarity,215.15779835664057
903,chatgpt,gpt-35-turbo-1106,6,table.csv,clarity,7.11
904,chatgpt,gpt-35-turbo-1106,6,word_person_centric.csv,similarity,594.9900768376533
905,chatgpt,gpt-35-turbo-1106,6,word_person_centric.csv,clarity,15.47
906,chatgpt,gpt-35-turbo-1106,6,word_best.csv,similarity,402.7069450912324
907,chatgpt,gpt-35-turbo-1106,6,word_best.csv,clarity,12.09
908,chatgpt,gpt-35-turbo-1106,6,word_mandatory_usw.csv,similarity,216.3475667649617
909,chatgpt,gpt-35-turbo-1106,6,word_mandatory_usw.csv,clarity,9.03
910,chatgpt,gpt-35-turbo-1106,6,word_rank.csv,similarity,337.643907963253
911,chatgpt,gpt-35-turbo-1106,6,word_rank.csv,clarity,5.69
912,chatgpt,gpt-35-turbo-1106,6,word_optional.csv,similarity,181.78190782946774
913,chatgpt,gpt-35-turbo-1106,6,word_optional.csv,clarity,8.46
914,chatgpt,gpt-35-turbo-1106,6,word_best_goods_centric.csv,similarity,453.86739553786884
915,chatgpt,gpt-35-turbo-1106,6,word_best_goods_centric.csv,clarity,6.9
916,chatgpt,gpt-35-turbo-1106,6,word_mandatory_rmm.csv,similarity,222.73918779823913
917,chatgpt,gpt-35-turbo-1106,6,word_mandatory_rmm.csv,clarity,4.57
918,chatgpt,gpt-35-turbo-1106,6,pipes.csv,similarity,254.02321472343283
919,chatgpt,gpt-35-turbo-1106,6,pipes.csv,clarity,9.51
920,chatgpt,gpt-35-turbo-1106,6,word_mandatory.csv,similarity,174.3094991624107
921,chatgpt,gpt-35-turbo-1106,6,word_mandatory.csv,clarity,7.13
922,chatgpt,gpt-35-turbo-1106,6,word_goods_centric.csv,similarity,369.4126730451717
923,chatgpt,gpt-35-turbo-1106,6,word_goods_centric.csv,clarity,9.6
924,chatgpt,gpt-35-turbo-1106,7,word_mandatory_5.csv,similarity,440.6190476190476
925,chatgpt,gpt-35-turbo-1106,7,word_mandatory_5.csv,clarity,2.49
926,chatgpt,gpt-35-turbo-1106,7,word_mandatory_4.csv,similarity,597.9896103896103
927,chatgpt,gpt-35-turbo-1106,7,word_mandatory_4.csv,clarity,2.57
928,chatgpt,gpt-35-turbo-1106,7,word_best_person_centric.csv,similarity,5845.097787776528
929,chatgpt,gpt-35-turbo-1106,7,word_best_person_centric.csv,clarity,3.36
930,chatgpt,gpt-35-turbo-1106,7,word_mandatory_3.csv,similarity,639.9340082489689
931,chatgpt,gpt-35-turbo-1106,7,word_mandatory_3.csv,clarity,1.76
932,chatgpt,gpt-35-turbo-1106,7,word_mandatory_2.csv,similarity,311.91734158230224
933,chatgpt,gpt-35-turbo-1106,7,word_mandatory_2.csv,clarity,1.78
934,chatgpt,gpt-35-turbo-1106,7,word.csv,similarity,730.4595238095238
935,chatgpt,gpt-35-turbo-1106,7,word.csv,clarity,1.65
936,chatgpt,gpt-35-turbo-1106,7,word_mandatory_eq.csv,similarity,383.70622933496946
937,chatgpt,gpt-35-turbo-1106,7,word_mandatory_eq.csv,clarity,1.54
938,chatgpt,gpt-35-turbo-1106,7,word_mandatory_ef.csv,similarity,624.85151856018
939,chatgpt,gpt-35-turbo-1106,7,word_mandatory_ef.csv,clarity,2.15
940,chatgpt,gpt-35-turbo-1106,7,table.csv,similarity,1211.8327862426288
941,chatgpt,gpt-35-turbo-1106,7,table.csv,clarity,1.0
942,chatgpt,gpt-35-turbo-1106,7,word_person_centric.csv,similarity,8400.279224187885
943,chatgpt,gpt-35-turbo-1106,7,word_person_centric.csv,clarity,1.72
944,chatgpt,gpt-35-turbo-1106,7,word_best.csv,similarity,451.9753280839895
945,chatgpt,gpt-35-turbo-1106,7,word_best.csv,clarity,2.67
946,chatgpt,gpt-35-turbo-1106,7,word_mandatory_usw.csv,similarity,1213.3168353955755
947,chatgpt,gpt-35-turbo-1106,7,word_mandatory_usw.csv,clarity,1.69
948,chatgpt,gpt-35-turbo-1106,7,word_rank.csv,similarity,663.3681852268467
949,chatgpt,gpt-35-turbo-1106,7,word_rank.csv,clarity,3.09
950,chatgpt,gpt-35-turbo-1106,7,word_optional.csv,similarity,357.3261904761905
951,chatgpt,gpt-35-turbo-1106,7,word_optional.csv,clarity,4.37
952,chatgpt,gpt-35-turbo-1106,7,word_best_goods_centric.csv,similarity,818.8673415823023
953,chatgpt,gpt-35-turbo-1106,7,word_best_goods_centric.csv,clarity,6.74
954,chatgpt,gpt-35-turbo-1106,7,word_mandatory_rmm.csv,similarity,2905.401683880424
955,chatgpt,gpt-35-turbo-1106,7,word_mandatory_rmm.csv,clarity,0.97
956,chatgpt,gpt-35-turbo-1106,7,pipes.csv,similarity,1517.4135886423287
957,chatgpt,gpt-35-turbo-1106,7,pipes.csv,clarity,1.07
958,chatgpt,gpt-35-turbo-1106,7,word_mandatory.csv,similarity,423.4690476190476
959,chatgpt,gpt-35-turbo-1106,7,word_mandatory.csv,clarity,2.53
960,chatgpt,gpt-35-turbo-1106,7,word_goods_centric.csv,similarity,818.8673415823023
961,chatgpt,gpt-35-turbo-1106,7,word_goods_centric.csv,clarity,9.3
962,chatgpt,gpt-35-turbo-1106,8,word_mandatory_5.csv,similarity,231.76099156107693
963,chatgpt,gpt-35-turbo-1106,8,word_mandatory_5.csv,clarity,0.45
964,chatgpt,gpt-35-turbo-1106,8,word_mandatory_4.csv,similarity,241.9197540238172
965,chatgpt,gpt-35-turbo-1106,8,word_mandatory_4.csv,clarity,0.73
966,chatgpt,gpt-35-turbo-1106,8,word_best_person_centric.csv,similarity,252.14818626189867
967,chatgpt,gpt-35-turbo-1106,8,word_best_person_centric.csv,clarity,2.78
968,chatgpt,gpt-35-turbo-1106,8,word_mandatory_3.csv,similarity,240.15689343508313
969,chatgpt,gpt-35-turbo-1106,8,word_mandatory_3.csv,clarity,0.84
970,chatgpt,gpt-35-turbo-1106,8,word_mandatory_2.csv,similarity,308.3296185111883
971,chatgpt,gpt-35-turbo-1106,8,word_mandatory_2.csv,clarity,0.43
972,chatgpt,gpt-35-turbo-1106,8,word.csv,similarity,253.84087352198077
